Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,95 % CI,Lower CI,Upper CI,FIPS,Geolocation,Region,State Abbreviation,Census Division,CI Available Flag,Data Value Category,Year Group
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Urban,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",1.7,1.6-1.9,1.6,1.9,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Females,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",3.4,2.9-3.8,3,3.8,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",37.7,25.8-49.5,25.8,49.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2015-2019
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18-44,18-44,Total Events,Total Events,66,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"1,733",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,Total Events,Total Events,116,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,75+,75+,Total Events,Total Events,206,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65-74,65-74,Crude Rate (per 100),Crude Rate (per 100),32.4,32.0-32.7,32,32,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65+,Total,Total Cases,Total Cases,"79,870",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",6.1,5.3-6.8,5.3,6.8,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",7.3,6.4-8.3,6.4,8.3,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",6,4.9-7.1,4.9,7.1,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,Total Events,Total Events,37,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2015-2019
2021,Tennessee,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,Age-adjusted,Age-adjusted,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),36.7,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2020-2024
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",1,0.6-1.5,0.6,1.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Rural and Urban Areas,Urban,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",5.2,4.8-5.7,4.8,5.7,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,75+,75+,Total Cases,Total Cases,"63,736",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65+,Total,Crude Rate (per 100),Crude Rate (per 100),28.6,28.3-29.0,28.3,28.3,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",6.3,5.7-6.9,5.7,6.9,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Males,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",7.3,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Low,2015-2019
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,Age-adjusted,Age-adjusted,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),21.8,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2020-2024
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",1,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Low,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",3.6,2.9-4.3,3,4.3,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18-44,18-44,Total Events,Total Events,"1,454",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,45-64,45-64,Total Events,Total Events,120,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,65-74,65-74,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",8.3,6.3-10.4,6.3,10.4,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",0.9,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Low,2015-2019
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65-74,65-74,Total Cases,Total Cases,"22,907",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,Total Events,Total Events,439,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,Total Events,Total Events,"2,357",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,18+,Total,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"3,727",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,Estimated Events Attributable to Diabetes,Events ATD (in thousands),152,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65+,Total,Total Cases,Total Cases,"48,892",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,Total Events,Total Events,603,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",2.2,1.6-3.5,1.6,3.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",1.1,0.9-1.4,0.9,1.4,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,Total Events,Total Events,630,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65+,Total,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"21,650",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,Estimated Events Attributable to Diabetes,Events ATD (in thousands),645,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,Total Events,Total Events,90,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"6,927",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2021,Tennessee,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65-74,65-74,Crude Rate (per 100),Crude Rate (per 100),31.5,31.0-32.0,31,31,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65-74,65-74,Total Cases,Total Cases,"14,935",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",7.4,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Low,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,65-74,65-74,Total Events,Total Events,"1,362",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",8.5,6.9-10.1,6.9,10.1,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Black,Not Stratified,Overall,Overall,Total Events,Total Events,"4,105",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",6.5,5.7-7.4,5.7,7.4,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Urban,Not Stratified,Overall,Overall,Total Events,Total Events,"1,234",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",0.9,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Low,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,65-74,65-74,Estimated Events Attributable to Diabetes,Events ATD (in thousands),229,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,45-64,45-64,Total Events,Total Events,"2,836",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",3.9,2.3-5.5,2.3,5.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Females,Age,65-74,65-74,Total Events,Total Events,297,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
