Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Stratification 3,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group
2021,Florida,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Medicare,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"7,790.50",12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,High,2020-2024
2021,New York,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,45-64,None,Work Productivity Cost (Dollars in Millions),Work Productivity Cost ($ in Millions),968.6,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024
2021,Utah,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,45-64,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,4.4,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024
2021,Rhode Island,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),90.6,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024
2021,Missouri,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,Total,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,16,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Low,2020-2024
2021,District of Columbia,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,75+,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,622,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Medium,2020-2024
2021,California,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Cost Per Person with Diabetes Unable to Work (Dollars),Cost Per PWD Unable to Work ($),"120,919",6,POINT (-121 37.63864),West,CA,Pacific,Yes,High,2020-2024
2021,Illinois,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,2.3,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Low,2020-2024
2021,Washington,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19+,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"5,233",53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,High,2020-2024
2021,Nebraska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),22.6,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Low,2020-2024
2021,Georgia,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Males,Age,19+,Total,None,Per Person with Diabetes (Dollars),Per PWD ($),"9,269",13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,High,2020-2024
2021,Ohio,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,336,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024
2021,South Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,65-74,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),395.9,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,Medium,2020-2024
2021,Nebraska,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,75+,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,389,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024
2021,Minnesota,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),64.4,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024
2021,Massachusetts,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,75-84,75-84,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),31.5,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,Low,2020-2024
2021,Georgia,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,19+,Total,None,Total Medical Cost (Dollars in Millions): Other,Other ($ in Millions),"2,120.10",13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,High,2020-2024
2021,Ohio,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,231,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Low,2020-2024
2021,Alaska,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19+,Total,None,Total Medical Cost (Dollars in Millions): All Payers,All Payers ($ in Millions),654.6,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Medium,2020-2024
2021,Michigan,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,"5,590",26,POINT (-84.71439 44.66132),Midwest,MI,East North Central,Yes,High,2020-2024
2021,Nebraska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,45-64,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),606,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024
2021,Kansas,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18-44,18-44,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,364,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,Medium,2020-2024
2021,Texas,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),55,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Low,2020-2024
2021,Maryland,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),66,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,Low,2020-2024
2021,Montana,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,18-44,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),31.6,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Low,2020-2024
2021,Alaska,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,All Payers,Per Person with Diabetes (Dollars),Per PWD ($),"10,788",2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,High,2020-2024
2021,District of Columbia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-44,18-44,None,Work Productivity Cost (Dollars in Millions),Work Productivity Cost ($ in Millions),13.5,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Low,2020-2024
2021,Wyoming,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,Total,None,Total Cost per Person with Diabetes (Dollars),Total Cost per PWD ($),"21,082",56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,High,2020-2024
2021,Virginia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-84,Total,None,Number of Deaths Attributable to Diabetes,Deaths ATD,"4,156",51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,High,2020-2024
2021,Texas,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,65-74,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,"3,009",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024
2021,Georgia,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,65+,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,No,Not Available,2020-2024
2021,Florida,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"4,390.40",12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,High,2020-2024
2021,Georgia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,3.6,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Low,2020-2024
2021,Alaska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,Total,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,3.2,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024
2021,West Virginia,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18-44,18-44,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),1.3,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Low,2020-2024
2021,West Virginia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),64.2,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Low,2020-2024
2021,Colorado,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Cost Per Person with Diabetes,Cost Per PWD,"2,704",8,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,High,2020-2024
2021,Minnesota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,65-74,None,Household Productivity Cost (Dollars in Millions),Household Productivity Cost ($ in Millions),174,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024
2021,Ohio,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,401.30",39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024
2021,West Virginia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),201.1,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Low,2020-2024
2021,Montana,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,45-64,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"2,325",30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,High,2020-2024
2021,New York,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,Total,Indirect Cost,Indirect Cost (Dollars in Millions),Indirect Cost ($ in Millions),"13,574.80",36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,High,2020-2024
2021,West Virginia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"1,253",54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Medium,2020-2024
2021,Nevada,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Number of Persons Unable to Work because of Diabetes,PWD Unable to Work ATD,620,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Medium,2020-2024
2021,Alabama,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"3,182",1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,High,2020-2024
2021,Maryland,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,45-64,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,4.9,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,Low,2020-2024
2021,Michigan,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,65+,Direct Cost,Direct Cost (Dollars in Millions),Direct Cost ($ in Millions),"2,220.40",26,POINT (-84.71439 44.66132),Midwest,MI,East North Central,Yes,High,2020-2024
2021,Mississippi,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),941,28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,Medium,2020-2024
2021,New York,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),841.3,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024
2021,Alaska,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),129.5,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024
2021,Wyoming,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),56,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024
2021,Oklahoma,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,65-74,65-74,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,343,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Medium,2020-2024
2021,Connecticut,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,653,9,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Medium,2020-2024
2021,New Hampshire,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,2.6,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Low,2020-2024
2021,Rhode Island,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),6.1,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024
2021,Montana,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),450,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Medium,2020-2024
2021,North Dakota,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Cost Per Person with Diabetes Unable to Work (Dollars),Cost Per PWD Unable to Work ($),"59,503",38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,High,2020-2024
2021,Wyoming,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),2.5,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024
2021,Wyoming,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,65-74,None,Household Productivity Cost (Dollars in Millions),Household Productivity Cost ($ in Millions),12.1,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024
2021,Missouri,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),279,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024
2021,Delaware,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Males,Age,19-64,19-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),343.4,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,Medium,2020-2024
2021,Missouri,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"3,520",29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,High,2020-2024
2021,Maine,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,19-64,Direct Cost,Direct Cost (Dollars in Millions),Direct Cost ($ in Millions),513.3,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Medium,2020-2024
2021,New Mexico,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,45-64,None,Number of Persons Unable to Work because of Diabetes,PWD Unable to Work ATD,"1,924",35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Medium,2020-2024
2021,New Hampshire,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Number of Persons Unable to Work because of Diabetes,PWD Unable to Work ATD,685,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Medium,2020-2024
2021,West Virginia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-44,18-44,None,Household Productivity Cost (Dollars in Millions),Household Productivity Cost ($ in Millions),67.8,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Low,2020-2024
2021,California,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19-64,19-64,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,6,POINT (-121 37.63864),West,CA,Pacific,No,Not Available,2020-2024
2021,Texas,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,16,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Low,2020-2024
2021,Arizona,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,3.5,4,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,Low,2020-2024
2021,Ohio,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,18-44,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,2.5,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Low,2020-2024
2021,Pennsylvania,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),914,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,Medium,2020-2024
2021,Kansas,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),59.4,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,Low,2020-2024
2021,Colorado,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,45-64,None,Work Productivity Cost (Dollars in Millions),Work Productivity Cost ($ in Millions),159.9,8,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,Low,2020-2024
2021,California,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),784.8,6,POINT (-121 37.63864),West,CA,Pacific,Yes,Medium,2020-2024
2021,New Jersey,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,18-44,None,Number of Persons Unable to Work because of Diabetes,PWD Unable to Work ATD,"3,904",34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,High,2020-2024
2021,Michigan,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18+,Total,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,311,26,POINT (-84.71439 44.66132),Midwest,MI,East North Central,Yes,Medium,2020-2024
2021,Louisiana,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,18-44,None,Number of Deaths Attributable to Diabetes,Deaths ATD,553,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Medium,2020-2024
2021,North Dakota,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Cost Per Person with Diabetes,Cost Per PWD,"2,210",38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,High,2020-2024
2021,Oklahoma,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,3.6,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Low,2020-2024
2021,Ohio,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,65+,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"8,550.60",39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,High,2020-2024
2021,New Mexico,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,65-74,None,Number of Deaths Attributable to Diabetes,Deaths ATD,672,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Medium,2020-2024
2021,Colorado,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19+,Total,Other,Total Cost (Dollars in Millions),Total Cost ($ in Millions),738.3,8,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,Medium,2020-2024
2021,Alaska,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Total Cost (Dollars in Millions),Total Cost ($ in Millions),304.6,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Medium,2020-2024
2021,Illinois,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18+,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),262.9,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Medium,2020-2024
2021,Hawaii,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19+,Total,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),311.2,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Medium,2020-2024
2021,Pennsylvania,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,75-84,None,Number of Deaths Attributable to Diabetes,Deaths ATD,"3,091",42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,High,2020-2024
2021,Massachusetts,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Cost Per Person with Diabetes Unable to Work (Dollars),Cost Per PWD Unable to Work ($),"80,828",25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,High,2020-2024
2021,California,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19+,Total,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,6,POINT (-121 37.63864),West,CA,Pacific,No,Not Available,2020-2024
2021,Louisiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),39,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Low,2020-2024
2021,Wisconsin,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,16.2,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Low,2020-2024
2021,Ohio,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),107,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Low,2020-2024
2021,Illinois,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Total Cost (Dollars in Millions),Total Cost ($ in Millions),428.5,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Medium,2020-2024
2021,Georgia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,45-64,None,Work Productivity Cost (Dollars in Millions),Work Productivity Cost ($ in Millions),634.5,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Medium,2020-2024
2021,Hawaii,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,65+,Medicare,Total Cost (Dollars in Millions),Total Cost ($ in Millions),146.6,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Low,2020-2024
2021,Massachusetts,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Total (Morbidity + Mortality),Total Cost (Dollars in Millions),Total Cost ($ in Millions),"5,557.50",25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,High,2020-2024
2021,Arizona,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,187,4,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,Low,2020-2024
2021,Mississippi,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,65-74,65-74,None,Household Productivity Cost (Dollars in Millions),Household Productivity Cost ($ in Millions),63.5,28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,Low,2020-2024
2021,Kentucky,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-44,18-44,None,Cost Per Person with Diabetes Unable to Work (Dollars),Cost Per PWD Unable to Work ($),"57,150",21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,High,2020-2024
2021,Utah,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,65-74,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),98.4,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024
2021,Wisconsin,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,75-84,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),35.2,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Low,2020-2024
