Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Stratification 3,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group
2021,Illinois,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,Total,Direct Cost,Direct Cost (Dollars in Millions),Direct Cost ($ in Millions),"6,712.50",17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,High,2020-2024
2021,Nebraska,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,65+,Direct Cost,Direct Cost (Dollars in Millions),Direct Cost ($ in Millions),868.7,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024
2021,Ohio,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,Total,Direct Cost,Direct Cost (Dollars in Millions),Direct Cost ($ in Millions),"13,848.70",39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,High,2020-2024
2021,Rhode Island,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19+,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),958,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024
2021,South Dakota,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,19-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),689,46,POINT (-100.373531 44.35313),Midwest,SD,West North Central,Yes,Medium,2020-2024
2021,Alaska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),23.2,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024
2021,Arkansas,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,75+,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,269,5,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Medium,2020-2024
2021,Connecticut,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),69.9,9,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Low,2020-2024
2021,Delaware,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,75+,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,387,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,Medium,2020-2024
2021,Georgia,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Cost Per Person with Diabetes,Cost Per PWD,"2,577",13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,High,2020-2024
2021,Georgia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"2,630",13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,High,2020-2024
2021,Georgia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,18-44,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),544.4,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Medium,2020-2024
2021,Idaho,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Cost Per Person with Diabetes,Cost Per PWD,306,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,Medium,2020-2024
2021,Indiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18+,Total,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,281,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,Medium,2020-2024
2021,Kentucky,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"3,180",21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,High,2020-2024
2021,Kentucky,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"3,334",21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,High,2020-2024
2021,Louisiana,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),72,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Low,2020-2024
2021,Louisiana,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),377,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Medium,2020-2024
2021,Louisiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,75+,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,276,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Medium,2020-2024
2021,Maryland,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18+,Total,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,482,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,Medium,2020-2024
2021,Massachusetts,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"3,348.60",25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,High,2020-2024
2021,Michigan,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"4,308.40",26,POINT (-84.71439 44.66132),Midwest,MI,East North Central,Yes,High,2020-2024
2021,Michigan,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,75+,75+,None,Number of Days Lost Per Person with Diabetes,Days Lost Per PWD,7.1,26,POINT (-84.71439 44.66132),Midwest,MI,East North Central,Yes,Low,2020-2024
2021,New Jersey,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Total (Morbidity + Mortality),Total Cost (Dollars in Millions),Total Cost ($ in Millions),"7,713.90",34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,High,2020-2024
2021,New Jersey,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,18-44,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"3,836",34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,High,2020-2024
2021,New Mexico,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),3.9,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Low,2020-2024
2021,New York,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,75+,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,365,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024
2021,New York,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,75+,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,442,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024
2021,Oklahoma,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,765,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Medium,2020-2024
2021,Oklahoma,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,303,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Medium,2020-2024
2021,Pennsylvania,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),158.7,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,Low,2020-2024
2021,Rhode Island,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Mortality,Total Cost (Dollars in Millions),Total Cost ($ in Millions),402.1,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024
2021,South Carolina,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),60,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,Low,2020-2024
2021,South Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,618.40",45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,Medium,2020-2024
2021,South Dakota,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),17.7,46,POINT (-100.373531 44.35313),Midwest,SD,West North Central,Yes,Low,2020-2024
2021,Tennessee,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),75,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2020-2024
2021,Tennessee,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),571,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2021,Virginia,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,75+,None,Cost (Dollars) Per Person with Diabetes,Cost ($) Per PWD,365,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,Medium,2020-2024
2021,Wisconsin,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,Total,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,820,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Medium,2020-2024
2021,Wisconsin,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"1,253",55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Medium,2020-2024
2021,Wisconsin,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),555.8,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Medium,2020-2024
2021,Arizona,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,4,POINT (-111.763811 34.86597),West,AZ,Mountain,No,Not Available,2020-2024
2021,Colorado,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Other,Total Cost (Dollars in Millions),Total Cost ($ in Millions),944.9,8,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,Medium,2020-2024
2021,Connecticut,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,9,POINT (-72.649841 41.562661),Northeast,CT,New England,No,Not Available,2020-2024
2021,Hawaii,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Females,Age,19-64,19-64,None,Per Person with Diabetes (Dollars),Per PWD ($),"11,682",15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,High,2020-2024
2021,Kansas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,No,Not Available,2020-2024
2021,Maine,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,23,POINT (-68.985031 45.254229),Northeast,ME,New England,No,Not Available,2020-2024
2021,Maryland,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Medicare,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,No,Not Available,2020-2024
2021,Missouri,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,No,Not Available,2020-2024
2021,New Mexico,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19+,Total,All Payers,Per Person with Diabetes (Dollars),Per PWD ($),"9,566",35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,High,2020-2024
2021,North Dakota,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,Total,Other,Per Person with Diabetes (Dollars),Per PWD ($),"6,308",38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,High,2020-2024
2021,Ohio,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,No,Not Available,2020-2024
2021,Oklahoma,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,40,POINT (-97.52107 35.472031),South,OK,West South Central,No,Not Available,2020-2024
2021,Pennsylvania,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Medicare,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"4,388.50",42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,High,2020-2024
2021,Texas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"3,161",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024
2021,Hawaii,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Males,Age,19-64,19-64,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"6,607",15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,High,2020-2024
2021,Texas,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Overall,Age,65+,65+,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,289.30",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Medium,2020-2024
2021,Virginia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Number of Persons Unable to Work because of Diabetes,PWD Unable to Work ATD,"14,012",51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,High,2020-2024
2021,Alaska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-44,18-44,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),833,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Medium,2020-2024
2021,Missouri,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),733.5,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024
2021,Kentucky,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,65+,Direct Cost,Direct Cost (Dollars in Millions),Direct Cost ($ in Millions),"1,951.80",21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Vermont,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),23.1,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Low,2020-2024
2021,District of Columbia,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,Total,All Payers,Per Person with Diabetes (Dollars),Per PWD ($),"17,911",11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,High,2020-2024
2021,Delaware,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): Other,Other ($ in Millions),193.8,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,Low,2020-2024
2021,Mississippi,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,19-64,None,Total Cost per Person with Diabetes (Dollars),Total Cost per PWD ($),"24,024",28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,High,2020-2024
2021,Alaska,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,65+,Direct Cost,Direct Cost (Dollars in Millions),Direct Cost ($ in Millions),188.6,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024
2021,North Dakota,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),10.3,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Low,2020-2024
2021,Connecticut,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,Total,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),"9,960",9,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,High,2020-2024
2021,Arkansas,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19+,Total,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),639.9,5,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Medium,2020-2024
2021,Illinois,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Number of Persons Unable to Work because of Diabetes,PWD Unable to Work ATD,"12,322",17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,High,2020-2024
2021,Iowa,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,915,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Medium,2020-2024
2021,Massachusetts,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),50,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,Low,2020-2024
2021,Indiana,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,45-64,45-64,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"3,372",18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,High,2020-2024
2021,Wisconsin,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,75+,75+,None,Number of Days Lost Per Person with Diabetes,Days Lost Per PWD,7.1,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Low,2020-2024
2021,New Jersey,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"1,187",34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,Medium,2020-2024
2021,Pennsylvania,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),854,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,Medium,2020-2024
2021,Tennessee,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost Per Person with Diabetes Unable to Work (Dollars),Cost Per PWD Unable to Work ($),"69,989",47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,High,2020-2024
2021,Alaska,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),1.4,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024
2021,Minnesota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,75-84,None,Number of Deaths Attributable to Diabetes,Deaths ATD,923,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Medium,2020-2024
2021,California,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Number of Persons Unable to Work because of Diabetes,PWD Unable to Work ATD,"18,002",6,POINT (-121 37.63864),West,CA,Pacific,Yes,High,2020-2024
2021,Utah,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18+,Total,None,Number of Days Lost Per Person with Diabetes,Days Lost Per PWD,6.1,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024
2021,Missouri,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,45-64,None,Number of Deaths Attributable to Diabetes,Deaths ATD,929,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024
2021,Illinois,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,45-64,45-64,None,Work Productivity Cost (Dollars in Millions),Work Productivity Cost ($ in Millions),"1,661.50",17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Medium,2020-2024
2021,Oklahoma,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,65+,65+,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,254.80",40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Medium,2020-2024
2021,Vermont,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,19-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),409.4,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Medium,2020-2024
2021,Arizona,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): Medicaid,Medicaid ($ in Millions),217.2,4,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,Low,2020-2024
2021,Illinois,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,65-74,None,Cost Per Person with Diabetes (Dollars),Cost Per PWD ($),"1,028",17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Medium,2020-2024
2021,Indiana,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,18-44,None,Household Productivity Cost (Dollars in Millions),Household Productivity Cost ($ in Millions),98.8,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,Low,2020-2024
2021,Nevada,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,19-64,None,Total Cost per Person with Diabetes (Dollars),Total Cost per PWD ($),"23,297",32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,High,2020-2024
2021,New Mexico,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,Total,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,900,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Medium,2020-2024
2021,Arkansas,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,65-74,None,Work Productivity Cost (Dollars in Millions),Work Productivity Cost ($ in Millions),24.4,5,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Low,2020-2024
2021,Maryland,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,Total,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,"6,779",24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,High,2020-2024
2021,Hawaii,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Overall,Age,65+,65+,None,Per Person with Diabetes (Dollars),Per PWD ($),"9,929",15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,High,2020-2024
2021,West Virginia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,65-74,None,Cost (Dollars) Per Employed Person with Diabetes,Cost ($) Per Employed PWD,"4,275",54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,High,2020-2024
2021,New Mexico,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,75+,None,Number of Days Lost Per Person with Diabetes,Days Lost Per PWD,6.3,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Low,2020-2024
2021,Nebraska,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),114.9,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Low,2020-2024
2021,Arizona,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,45-64,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,16,4,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,Low,2020-2024
2021,Texas,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,Not Stratified,Overall,Not Stratified,Overall,Overall,Morbidity,Cost Per Person with Diabetes,Cost Per PWD,347,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Medium,2020-2024
2021,Arkansas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,65+,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,5,POINT (-92.274491 34.74865),South,AR,West South Central,No,Not Available,2020-2024
2021,Kansas,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,Total,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),78.7,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,Low,2020-2024
2021,Texas,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,18-44,None,Number of Work Days Lost Per Employed Person with Diabetes,Work Days Lost Per Employed PWD,16,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Low,2020-2024
