Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group,Location Type
2021,Alaska,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18-44,18-44,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,10.5,02,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024,State
2021,Arizona,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",241,04,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,High,2020-2024,State
2021,District of Columbia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,170,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,High,2020-2024,District
2021,Georgia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,"3,870",13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,High,2020-2024,State
2021,Hawaii,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,75+,75+,Average YPLLs due to Diabetes,Average YPLLs ATD,1.4,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Low,2020-2024,State
2021,Idaho,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,720,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,High,2020-2024,State
2021,Idaho,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),11,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,Low,2020-2024,State
2021,Kansas,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",271,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,High,2020-2024,State
2021,Kansas,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,10.5,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,Low,2020-2024,State
2021,Maine,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,65-74,65-74,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,3,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Low,2020-2024,State
2021,Maryland,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,710,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,High,2020-2024,State
2021,Missouri,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.5,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Low,2020-2024,State
2021,Nevada,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,65-74,65-74,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,2.7,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Low,2020-2024,State
2021,South Carolina,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,180,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,High,2020-2024,State
2021,Tennessee,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,130,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024,State
2021,Texas,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,"3,470",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024,State
2021,Texas,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),239,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024,State
2021,Utah,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,45-64,45-64,Average YPLLs due to Diabetes,Average YPLLs ATD,4.6,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024,State
2021,Wisconsin,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,"1,960",55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,High,2020-2024,State
2021,Georgia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,220,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,High,2020-2024,State
2021,South Carolina,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,75+,75+,Average YPLLs due to Diabetes,Average YPLLs ATD,1.4,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,Low,2020-2024,State
2021,Arkansas,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,207,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,High,2020-2024,State
2021,California,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,45-64,45-64,"Deaths per 100,000","Deaths per 100,000",38,06,POINT (-121 37.63864),West,CA,Pacific,Yes,Medium,2020-2024,State
2021,Alabama,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,"1,440",01,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,High,2020-2024,State
2021,Wyoming,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,Number of Deaths,Number of Deaths,23,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Medium,2020-2024,State
2021,Missouri,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.9,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Low,2020-2024,State
2021,Nebraska,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),107.9,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024,State
2021,Ohio,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,137,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024,State
2021,Montana,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),12,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Low,2020-2024,State
2021,Virginia,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",245,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,High,2020-2024,State
2021,Pennsylvania,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,850,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,High,2020-2024,State
2021,Indiana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,"1,390",18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,High,2020-2024,State
2021,South Carolina,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),258,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,High,2020-2024,State
2021,Missouri,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),146,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024,State
2021,Connecticut,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,208,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,High,2020-2024,State
2021,Delaware,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,3.7,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,Low,2020-2024,State
2021,Montana,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",142,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Medium,2020-2024,State
2021,Nebraska,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,43,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024,State
2021,California,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),"3,585",06,POINT (-121 37.63864),West,CA,Pacific,Yes,High,2020-2024,State
2021,Virginia,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,Number of Deaths,Number of Deaths,449,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,High,2020-2024,State
2021,Illinois,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,"2,464",17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,High,2020-2024,State
2021,North Dakota,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),17,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Low,2020-2024,State
2021,Virginia,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18+,Average/Total,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),"1,758.6",51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,High,2020-2024,State
2021,Texas,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,"2,506",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024,State
2021,Idaho,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,Number of Deaths,Number of Deaths,315,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,High,2020-2024,State
2021,Nevada,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Number of Persons with Diabetes (in thousands),PWD (in thousands),82,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Medium,2020-2024,State
2021,Louisiana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,680,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,High,2020-2024,State
2021,Wyoming,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,75+,75+,Average YPLLs due to Diabetes,Average YPLLs ATD,1.5,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024,State
2021,Maine,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18-44,18-44,Average YPLLs due to Diabetes,Average YPLLs ATD,8.8,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Low,2020-2024,State
2021,Delaware,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,15-44,15-44,Number of Deaths,Number of Deaths,0,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,Low,2020-2024,State
2021,South Dakota,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,36,46,POINT (-100.373531 44.35313),Midwest,SD,West North Central,Yes,Medium,2020-2024,State
2021,Delaware,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,50,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,Medium,2020-2024,State
2021,Maryland,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,30,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,Medium,2020-2024,State
2021,Hawaii,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),23,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Medium,2020-2024,State
2021,Tennessee,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),417.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,High,2020-2024,State
2021,Arkansas,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,75+,75+,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Low,2020-2024,State
2021,Ohio,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,29,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024,State
2021,Tennessee,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,Number of Deaths,Number of Deaths,"1,523",47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,High,2020-2024,State
2021,Massachusetts,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.4,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,Low,2020-2024,State
2021,Oklahoma,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.3,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Low,2020-2024,State
2021,Massachusetts,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,21,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,Medium,2020-2024,State
2021,Louisiana,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),1.1,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Low,2020-2024,State
2021,District of Columbia,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),8,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Low,2020-2024,District
2021,Missouri,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),106,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024,State
2021,Connecticut,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,289,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,High,2020-2024,State
2021,Wisconsin,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Females,Age,75+,75+,Number of Deaths,Number of Deaths,390,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,High,2020-2024,State
2021,District of Columbia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,33,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Medium,2020-2024,District
2021,Florida,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.6,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Low,2020-2024,State
2021,New York,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,15-44,15-44,Number of Deaths,Number of Deaths,178,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,High,2020-2024,State
2021,Montana,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,238,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,High,2020-2024,State
2021,Texas,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),239,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024,State
2021,Louisiana,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),114.1,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Medium,2020-2024,State
2021,Connecticut,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),312,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,High,2020-2024,State
2021,North Dakota,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.3,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Low,2020-2024,State
2021,Ohio,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,"1,345",39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,High,2020-2024,State
2021,Wisconsin,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.6,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Low,2020-2024,State
2021,Missouri,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,15+,Total,Number of Deaths,Number of Deaths,"1,875",29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,High,2020-2024,State
2021,New Jersey,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,"1,980",34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,High,2020-2024,State
2021,Arizona,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,75+,75+,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.2,04,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,Low,2020-2024,State
2021,Pennsylvania,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.8,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,Low,2020-2024,State
2021,Louisiana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,820,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,High,2020-2024,State
2021,Mississippi,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,"1,120",28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,High,2020-2024,State
2021,West Virginia,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.4,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Low,2020-2024,State
2021,New Jersey,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,Number of Deaths,Number of Deaths,892,34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,High,2020-2024,State
2021,Utah,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,12,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024,State
2021,Montana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,50,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Medium,2020-2024,State
2021,North Carolina,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",191,37,POINT (-79.15925 35.466221),South,NC,South Atlantic,Yes,High,2020-2024,State
2021,Idaho,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,191,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,High,2020-2024,State
2021,Maine,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,31,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Medium,2020-2024,State
2021,New Hampshire,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,68,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Medium,2020-2024,State
2021,California,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),225,06,POINT (-121 37.63864),West,CA,Pacific,Yes,High,2020-2024,State
2021,Nevada,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,27,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Medium,2020-2024,State
2021,Connecticut,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,75+,75+,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.1,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Low,2020-2024,State
