Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group,Location Type
2021,New Mexico,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,75+,75+,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),27.8,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Medium,2020-2024,State
2021,Arizona,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,30,04,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,Medium,2020-2024,State
2021,Maine,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.2,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Low,2020-2024,State
2021,North Carolina,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.5,37,POINT (-79.15925 35.466221),South,NC,South Atlantic,Yes,Low,2020-2024,State
2021,Connecticut,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,"1,910",09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,High,2020-2024,State
2021,Vermont,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,65-74,65-74,Number of Deaths,Number of Deaths,31,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Medium,2020-2024,State
2021,Tennessee,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,408,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,High,2020-2024,State
2021,District of Columbia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,86,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Medium,2020-2024,District
2021,Minnesota,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.6,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024,State
2021,Maine,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,60,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Medium,2020-2024,State
2021,Nebraska,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,3.8,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Low,2020-2024,State
2021,Tennessee,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",198,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,High,2020-2024,State
2021,Maine,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,1,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Low,2020-2024,State
2021,South Carolina,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,388,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,High,2020-2024,State
2021,Florida,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,3.7,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Low,2020-2024,State
2021,Kentucky,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,65-74,65-74,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),157.8,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,High,2020-2024,State
2021,Idaho,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,45-64,45-64,"Deaths per 100,000","Deaths per 100,000",37,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,Medium,2020-2024,State
2021,New Mexico,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,"Deaths per 100,000","Deaths per 100,000",75,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Medium,2020-2024,State
2021,Tennessee,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),1.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2020-2024,State
2021,Missouri,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),89,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024,State
2021,Montana,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,12,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Low,2020-2024,State
2021,Louisiana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,370,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,High,2020-2024,State
2021,Delaware,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,420,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,High,2020-2024,State
2021,New Mexico,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.6,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Low,2020-2024,State
2021,Idaho,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),11,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,Low,2020-2024,State
2021,Colorado,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18+,Average/Total,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),736.5,08,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,High,2020-2024,State
2021,California,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,45-64,45-64,"Deaths per 100,000","Deaths per 100,000",30,06,POINT (-121 37.63864),West,CA,Pacific,Yes,Medium,2020-2024,State
2021,Arizona,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",212,04,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,High,2020-2024,State
2021,Kansas,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,Number of Deaths,Number of Deaths,391,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,High,2020-2024,State
2021,Virginia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,608,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,High,2020-2024,State
2021,Connecticut,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.4,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Low,2020-2024,State
2021,New Mexico,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,19,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Medium,2020-2024,State
2021,Montana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,31,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Medium,2020-2024,State
2021,Nebraska,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,48,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024,State
2021,Arkansas,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18+,Average/Total,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),618.3,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,High,2020-2024,State
2021,Hawaii,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Females,Age,45-64,45-64,Number of Deaths,Number of Deaths,37,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Medium,2020-2024,State
2021,Rhode Island,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Number of Persons with Diabetes (in thousands),PWD (in thousands),25,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024,State
2021,Pennsylvania,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,312,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,High,2020-2024,State
2021,Virginia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,1,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,Low,2020-2024,State
2021,South Carolina,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,15-44,15-44,Number of Deaths,Number of Deaths,94,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,Medium,2020-2024,State
2021,Ohio,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),79,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024,State
2021,West Virginia,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.5,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Low,2020-2024,State
2021,Colorado,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,54,08,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,Medium,2020-2024,State
2021,Missouri,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,65-74,65-74,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.2,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Low,2020-2024,State
2021,District of Columbia,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Females,Age,75+,75+,Number of Deaths,Number of Deaths,33,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Medium,2020-2024,District
2021,Arkansas,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,3,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Low,2020-2024,State
2021,New York,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,214,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,High,2020-2024,State
2021,Hawaii,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15-44,15-44,"Deaths per 100,000","Deaths per 100,000",0,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Low,2020-2024,State
2021,North Dakota,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,13.8,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Low,2020-2024,State
2021,New Hampshire,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.4,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Low,2020-2024,State
2021,Missouri,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,481,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,High,2020-2024,State
2021,New Hampshire,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18-44,18-44,Average YPLLs due to Diabetes,Average YPLLs ATD,7.2,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Low,2020-2024,State
2021,California,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),311,06,POINT (-121 37.63864),West,CA,Pacific,Yes,High,2020-2024,State
2021,New York,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15+,Total,"Deaths per 100,000","Deaths per 100,000",26,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024,State
2021,Vermont,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,47,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Medium,2020-2024,State
2021,Indiana,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,165,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,High,2020-2024,State
2021,Connecticut,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,321,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,High,2020-2024,State
2021,District of Columbia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,95,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Medium,2020-2024,District
2021,Rhode Island,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,240,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,High,2020-2024,State
2021,Alaska,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,65-74,65-74,Number of Persons with Diabetes (in thousands),PWD (in thousands),5,02,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024,State
2021,Colorado,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.5,08,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,Low,2020-2024,State
2021,Illinois,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Average YPLLs due to Diabetes,Average YPLLs ATD,9.7,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Low,2020-2024,State
2021,Florida,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,45-64,45-64,Average YPLLs due to Diabetes,Average YPLLs ATD,4.7,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Low,2020-2024,State
2021,New Jersey,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,27,34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,Medium,2020-2024,State
2021,Hawaii,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,10,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Low,2020-2024,State
2021,Montana,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,45-64,45-64,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,5.3,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Low,2020-2024,State
2021,New York,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),98,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024,State
2021,Pennsylvania,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,51,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,Medium,2020-2024,State
2021,Texas,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),3,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Low,2020-2024,State
2021,Iowa,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,45-64,45-64,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.2,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Low,2020-2024,State
2021,North Dakota,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),83.3,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Medium,2020-2024,State
2021,Nebraska,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.6,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Low,2020-2024,State
2021,Idaho,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,75+,75+,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,Low,2020-2024,State
2021,Iowa,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15-44,15-44,"Deaths per 100,000","Deaths per 100,000",2,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Low,2020-2024,State
2021,Kansas,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,390,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,High,2020-2024,State
2021,Washington,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),226,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,High,2020-2024,State
2021,Ohio,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,45-64,45-64,"Deaths per 100,000","Deaths per 100,000",45,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024,State
2021,Missouri,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,37,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024,State
2021,Florida,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,26,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Medium,2020-2024,State
2021,Minnesota,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.3,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024,State
2021,Minnesota,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,1,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024,State
2021,Indiana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,"8,570",18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,High,2020-2024,State
2021,Missouri,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,45-64,45-64,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),639,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,High,2020-2024,State
2021,Arkansas,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18-44,18-44,Average YPLLs due to Diabetes,Average YPLLs ATD,8.6,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Low,2020-2024,State
2021,Massachusetts,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,14,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,Low,2020-2024,State
2021,Oregon,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,45-64,45-64,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.2,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,Low,2020-2024,State
2021,Maine,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,30,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Medium,2020-2024,State
2021,Vermont,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.4,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Low,2020-2024,State
2021,Kentucky,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,4.4,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Low,2020-2024,State
2021,Rhode Island,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,40,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024,State
2021,Oregon,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.5,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,Low,2020-2024,State
